序号,分类,刊物简称,刊物全称,类型,级别,出版社,网址
8,人工智能,UAI,Conference on Uncertainty in ArtificialIntelligence,Conference,B,AUAI,http://dblp.uni-trier.de/db/conf/uai/
8,人工智能,AAMAS,International Joint Conference on Autonomous Agents and Multi-agent Systems,Conference,B,Springer,http://dblp.uni-trier.de/db/conf/atal/index.html
8,人工智能,PPSN,Parallel Problem Solving from Nature,Conference,B,Springer,http://dblp.uni-trier.de/db/conf/ppsn/
8,人工智能,NAACL,North   American Chapter of the Associationfor Computational Linguistics,Conference,B,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/naacl/
8,人工智能,TAP,ACM Transactions on Applied Perception,Journal,B,ACM,http://dblp.uni-trier.de/db/journals/tap/
8,人工智能,AAMAS,Autonomous Agents and Multi-Agent Systems,Journal,B,Springer,http://dblp.uni-trier.de/db/journals/aamas/
8,人工智能,,Computational Linguistics,Journal,B,MIT Press,http://dblp.uni-trier.de/db/journals/coling/
8,人工智能,CVIU,Computer Vision and Image Understanding,Journal,B,Elsevier,http://dblp.uni-trier.de/db/journals/cviu/
8,人工智能,DKE,Data & Knowledge Engineering,Journal,B,Elsevier,http://dblp.uni-trier.de/db/journals/dke/index.html
8,人工智能,,Evolutionary Computation,Journal,B,MIT Press,http://dblp.uni-trier.de/db/journals/ec/
8,人工智能,TAC,IEEE Transactions on Affective Computing,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/taffco/
8,人工智能,TASLP,"IEEE/ACM Transactions on Audio, Speech and Language Processing",Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/taslp/
8,人工智能,,IEEE Transactions on Cybernetics,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tcyb/
8,人工智能,TEC,IEEE Transactions on Evolutionary Computation,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tec/
8,人工智能,TFS,IEEE Transactions on Fuzzy Systems,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tfs/
8,人工智能,TNNLS,IEEE Transactions on Neural Networks and learning systems,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tnn/
8,人工智能,IJAR,International Journal of Approximate Reasoning,Journal,B,Elsevier,http://dblp.uni-trier.de/db/journals/ijar/
8,人工智能,JAIR,Journal of Artificial Intelligence Research,Journal,B,AAAI,http://dblp.uni-trier.de/db/journals/jair/index.html
8,人工智能,,Journal of Automated Reasoning,Journal,B,Springer,http://dblp.uni-trier.de/db/journals/jar/
8,人工智能,JSLHR,"Journal of Speech, Language, and Hearing Research",Journal,B,American Speech-Language Hearing Association,http://jslhr.pubs.asha.org/
8,人工智能,,Machine Learning,Journal,B,Springer,http://dblp.uni-trier.de/db/journals/ml/
8,人工智能,,Neural Computation,Journal,B,MIT Press,http://dblp.uni-trier.de/db/journals/neco/
8,人工智能,,Neural Networks,Journal,B,Elsevier,http://dblp.uni-trier.de/db/journals/nn/
8,人工智能,PR,Pattern Recognition,Journal,B,Elsevier,http://dblp.uni-trier.de/db/conf/par/
8,人工智能,TACL,Transactions of the Association for Computational Linguistics,Journal,B,The Association for Computational Linguistics,https://dblp.org/db/journals/tacl/index.html
8,人工智能,AISTATS,International Conference on Artificial Intelligence and Statistics,Conference,C,JMLR,http://dblp.uni-trier.de/db/conf/aistats/
8,人工智能,ACCV,Asian Conference on Computer Vision,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/accv/
8,人工智能,ACML,Asian Conference on Machine Learning,Conference,C,JMLR,http://dblp.uni-trier.de/db/conf/acml/
8,人工智能,BMVC,British Machine Vision Conference,Conference,C,British Machine Vision Association,http://dblp.uni-trier.de/db/conf/bmvc/
8,人工智能,NLPCC,CCF International Conference on Natural Language Processing and Chinese Computing,Conference,C,Springer,https://dblp.uni-trier.de/db/conf/nlpcc/
8,人工智能,CoNLL,Conference on Computational Natural Language Learning,Conference,C,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/conll
8,人工智能,GECCO,Genetic and Evolutionary Computation Conference,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/gecco/
8,人工智能,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/ictai/
8,人工智能,IROS,IEEE\RSJ International Conference on Intelligent Robots and Systems,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/iros/
8,人工智能,ALT,International Conference on Algorithmic Learning Theory,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/alt/
8,人工智能,ICANN,International Conference on Artificial Neural Networks,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/icann/
8,人工智能,FG,IEEE International Conference on AutomaticFace and Gesture Recognition,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/fgr/
8,人工智能,ICDAR,International Conference on Document Analysis and Recognition,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/icdar/
8,人工智能,ILP,International Conference on Inductive Logic Programming,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/ilp/
8,人工智能,KSEM,"International conference on Knowledge Science,Engineering and Management",Conference,C,Springer,http://dblp.uni-trier.de/db/conf/ksem/
8,人工智能,ICONIP,International Conference on Neural Information Processing,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/iconip/
8,人工智能,ICPR,International Conference on Pattern Recognition,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/icpr/
8,人工智能,IJCB,International Joint Conference onBiometrics,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/icb/
8,人工智能,IJCNN,International Joint Conference on Neural Networks,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/ijcnn/
8,人工智能,PRICAI,Pacific Rim International Conference on Artificial Intelligence,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/pricai/
8,人工智能,TALLIP,ACM Transactions on Asian and Low-Resource Language Information Processing,Journal,C,ACM,http://dblp.uni-trier.de/db/journals/talip/
8,人工智能,,Applied Intelligence,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/apin/
8,人工智能,AIM,Artificial Intelligence in Medicine,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/artmed/
8,人工智能,,Artificial Life,Journal,C,MIT Press,http://dblp.uni-trier.de/db/journals/alife/
8,人工智能,,Computational Intelligence,Journal,C,Wiley,http://dblp.uni-trier.de/db/journals/ci/
8,人工智能,,Computer Speech & Language,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/csl/
8,人工智能,,Connection Science,Journal,C,Taylor & Francis,http://dblp.uni-trier.de/db/journals/connection/
8,人工智能,DSS,Decision Support Systems,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/dss/
8,人工智能,EAAI,Engineering Applications of Artificial Intelligence,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/eaai/
8,人工智能,,Expert Systems,Journal,C,Blackwell /Wiley,http://dblp.uni-trier.de/db/journals/es/
8,人工智能,ESWA,Expert Systems with Applications,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/eswa/
8,人工智能,,Fuzzy Sets and Systems,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/fss/
8,人工智能,TG,IEEE Transactions on Games,Journal,C,IEEE,http://dblp.uni-trier.de/db/journals/tciaig/
8,人工智能,IET-CVI,IET Computer Vision,Journal,C,IET,https://dblp.org/db/journals/iet-cvi/index.html
8,人工智能,,IET Signal Processing,Journal,C,IET,https://dblp.org/db/journals/iet-spr/index.html
8,人工智能,IVC,Image and Vision Computing,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/ivc/
8,人工智能,IDA,Intelligent Data Analysis,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/ida/
8,人工智能,IJCIA,International Journal of Computational Intelligence and Applications,Journal,C,World Scientific,http://dblp.uni-trier.de/db/journals/ijcia/
8,人工智能,IJIS,International Journal of Intelligent Systems,Journal,C,Wiley,http://dblp.uni-trier.de/db/journals/ijis/
8,人工智能,IJNS,International Journal of Neural Systems,Journal,C,World Scientific,http://dblp.uni-trier.de/db/journals/ijns/
8,人工智能,IJPRAI,International Journal of Pattern Recognition and Artificial Intelligence,Journal,C,World Scientific,http://dblp.uni-trier.de/db/journals/ijprai/
8,人工智能,IJUFKS,"International Journal of Uncertainty,Fuzziness and Knowledge-Based Systems",Journal,C,World Scientific,https://dblp.uni-trier.de/db/journals/ijufks/
8,人工智能,IJDAR,International Journal on Document Analysis and Recognition,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/ijdar/
8,人工智能,JETAI,Journal of Experimental and Theoretical Artificial Intelligence,Journal,C,Taylor & Francis,http://dblp.uni-trier.de/db/journals/jetai/
8,人工智能,KBS,Knowledge-Based Systems,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/kbs/
8,人工智能,,Machine Translation,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/mt/
8,人工智能,,Machine Vision and Applications,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/mva/
8,人工智能,,Natural Computing,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/nc/
8,人工智能,NLE,Natural Language Engineering,Journal,C,Cambridge University,http://dblp.uni-trier.de/db/journals/nle/
8,人工智能,NCA,Neural Computing and Applications,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/nca/
8,人工智能,NPL,Neural Processing Letters,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/npl/
8,人工智能,,Neurocomputing,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/ijon/
8,人工智能,PAA,Pattern Analysis and Applications,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/paa/
8,人工智能,PRL,Pattern Recognition Letters,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/prl/
8,人工智能,,Soft Computing,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/soco/
8,人工智能,WI,Web Intelligence,Journal,C,IOS Press,http://dblp.uni-trier.de/db/journals/wias/
8,人工智能,TIIS,ACM Transactions on Interactive Intelligent Systems,Journal,C,ACM,https://dblp.org/db/journals/tiis/index.html
9,人机交互与普适计算,CSCW,ACM Conference on Computer Supported Cooperative Work and Social Computing,Conference,A,ACM,http://dblp.uni-trier.de/db/conf/cscw
9,人机交互与普适计算,CHI,ACM Conference on Human Factors in Computing Systems,Conference,A,ACM,http://dblp.uni-trier.de/db/conf/chi
9,人机交互与普适计算,UbiComp,ACM international joint conference on Pervasive and Ubiquitous Computing,Conference,A,ACM,http://dblp.uni-trier.de/db/conf/huc/
9,人机交互与普适计算,UIST,ACM Symposium on User Interface Software and Technology,Conference,A,ACM,http://dblp.uni-trier.de/db/conf/uist/
9,人机交互与普适计算,TOCHI,ACM Transactions on Computer-Human Interaction,Journal,A,ACM,http://dblp.uni-trier.de/db/journals/tochi/
9,人机交互与普适计算,IJHCS,International Journal of Human-Computer Studies,Journal,A,Elsevier,http://dblp.uni-trier.de/db/journals/ijmms/
9,人机交互与普适计算,GROUP,ACM International Conference on Supporting Group Work,Conference,B,ACM,http://dblp.uni-trier.de/db/conf/group/
9,人机交互与普适计算,IUI,ACM International Conference on Intelligent User Interfaces,Conference,B,ACM,http://dblp.uni-trier.de/db/conf/iui/
9,人机交互与普适计算,ITS,ACM International Conference on Interactive Tabletops and Surfaces,Conference,B,ACM,http://dblp.uni-trier.de/db/conf/tabletop/
9,人机交互与普适计算,ECSCW,European Conference on Computer Supported Cooperative Work,Conference,B,Springer,http://dblp.uni-trier.de/db/conf/ecscw/
9,人机交互与普适计算,PERCOM,IEEE International Conference on Pervasive Computing and Communications,Conference,B,IEEE,http://dblp.uni-trier.de/db/conf/percom/
9,人机交互与普适计算,MobileHCI,ACM International Conference on Mobile Human-Computer Interaction,Conference,B,ACM,http://dblp.uni-trier.de/db/conf/mhci/
9,人机交互与普适计算,ICWSM,The International AAAI Conference on Web and Social Media,Conference,B,AAAI,https://dblp.org/db/conf/icwsm/index.html
9,人机交互与普适计算,CSCW,Computer Supported Cooperative Work,Journal,B,Springer,http://dblp.uni-trier.de/db/journals/cscw/
9,人机交互与普适计算,HCI,Human-Computer Interaction,Journal,B,Taylor & Francis,http://dblp.uni-trier.de/db/journals/hhci/
9,人机交互与普适计算,,IEEE Transactions on Human-Machine Systems,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/thms/
9,人机交互与普适计算,IWC,Interacting with Computers,Journal,B,Oxford University Press,http://dblp.uni-trier.de/db/journals/iwc/
9,人机交互与普适计算,IJHCI,International Journal of Human-Computer Interaction,Journal,B,Taylor &Francis,http://dblp.uni-trier.de/db/journals/ijhci/
9,人机交互与普适计算,UMUAI,User Modeling and User-Adapted Interaction,Journal,B,Springer,http://dblp.uni-trier.de/db/journals/umuai/
9,人机交互与普适计算,TSMC,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Journal,B,IEEE,https://dblp.org/db/journals/tsmc/
9,人机交互与普适计算,DIS,ACM SIGCHI Conference on Designing Interactive Systems,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/ACMdis/
9,人机交互与普适计算,ICMI,ACM International Conference on Multimodal Interaction,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/icmi/
9,人机交互与普适计算,ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/assets
9,人机交互与普适计算,GI,Graphics Interface,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/graphicsinterface/
9,人机交互与普适计算,UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/uic/
9,人机交互与普适计算,,IEEE World Haptics Conference,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/haptics/
9,人机交互与普适计算,INTERACT,International Conference on Human- Computer Interaction of International Federation for Information Processing,Conference,C,IFIP,http://dblp.uni-trier.de/db/conf/interact/
9,人机交互与普适计算,IDC,ACM Interaction Design and Children,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/acmidc/
9,人机交互与普适计算,CollaborateCom,"International Conference on Collaborative Computing:Networking, Applications and Worksharing",Conference,C,Springer,https://dblp.uni-trier.de/db/conf/colcom/
9,人机交互与普适计算,CSCWD,International Conference on Computer Supported Cooperative Work in Design,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/cscwd/
9,人机交互与普适计算,CoopIS,International Conference on Cooperative Information Systems,Conference,C,Springer,http://dblp.uni-trier.de/db/conf/coopis/
9,人机交互与普适计算,MobiQuitous,"International Conference on Mobile and Ubiquitous Systems: Computing,Networking and Services",Conference,C,Springer,http://dblp.uni-trier.de/db/conf/mobiquitous/
9,人机交互与普适计算,AVI,International Working Conference on Advanced Visual Interfaces,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/avi/
9,人机交互与普适计算,BIT,Behaviour & Information Technology,Journal,C,Taylor & Francis,http://dblp.uni-trier.de/db/journals/behaviourIT/
9,人机交互与普适计算,PUC,Personal and Ubiquitous Computing,Journal,C,Springer,http://dblp.uni-trier.de/db/journals/puc/
9,人机交互与普适计算,PMC,Pervasive and Mobile Computing,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/percom/
9,人机交互与普适计算,PACMHCI,Proceedings of the ACM on Human-Computer Interaction,Journal,C,ACM,https://dblp.org/db/journals/pacmhci/index.html
10,交叉/综合/新兴,WWW,International World Wide Web Conference,Conference,A,ACM,http://dblp.uni-trier.de/db/conf/www/
10,交叉/综合/新兴,RTSS,IEEE Real-Time Systems Symposium,Conference,A,IEEE,http://dblp.uni-trier.de/db/conf/rtss/
10,交叉/综合/新兴,WINE,Conference on Web and Internet Economics,Conference,A,Springer,https://dblp.org/db/conf/wine/index.html
10,交叉/综合/新兴,JACM,Journal of the ACM,Journal,A,ACM,http://dblp.uni-trier.de/db/journals/jacm/
10,交叉/综合/新兴,Proc. IEEE,Proceedings of the IEEE,Journal,A,IEEE,http://dblp.uni-trier.de/db/journals/pieee/
10,交叉/综合/新兴,SCIS,Science China Information Sciences,Journal,A,Science in China Press/Springer,http://dblp.uni-trier.de/db/journals/chinaf/
10,交叉/综合/新兴,CogSci,Annual Meeting of the Cognitive Science Society,Conference,B,Psychology Press,http://cognitivesciencesociety.org/conference2013/index.html
10,交叉/综合/新兴,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,Conference,B,IEEE,http://dblp.uni-trier.de/db/conf/bibm/
10,交叉/综合/新兴,EMSOFT,International Conference on Embedded Software,Conference,B,ACM/IEEE/IFIP,http://dblp.uni-trier.de/db/conf/emsoft/
10,交叉/综合/新兴,ISMB,International conference on Intelligent Systems for Molecular Biology,Conference,B,Oxford Journals,https://dblp.org/db/conf/ismb/index.html
10,交叉/综合/新兴,RECOMB,Annual International Conference on Research inComputational Molecular Biology,Conference,B,Springer,http://dblp.uni-trier.de/db/conf/recomb/
10,交叉/综合/新兴,MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,Conference,B,Springer,https://dblp.org/db/conf/miccai/index.html
10,交叉/综合/新兴,,Bioinformatics,Journal,B,Oxford University Press,http://dblp.uni-trier.de/db/journals/bioinformatics/
10,交叉/综合/新兴,,Briefings in Bioinformatics,Journal,B,Oxford University Press,http://dblp.uni-trier.de/db/journals/bib/
10,交叉/综合/新兴,Cognition,Cognition,Journal,B,Elsevier,http://www.journals.elsevier.com/cognition/
10,交叉/综合/新兴,TASAE,IEEE Transactions on Automation Science and Engineering,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tase/
10,交叉/综合/新兴,TGARS,IEEE Transactions on Geoscience and Remote Sensing,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tgrs/
10,交叉/综合/新兴,TITS,IEEE Transactions on Intelligent Transportation Systems,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tits/
10,交叉/综合/新兴,TMI,IEEE Transactions on Medical Imaging,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/tmi/
10,交叉/综合/新兴,TR,IEEE Transactions on Robotics,Journal,B,IEEE,http://dblp.uni-trier.de/db/journals/trob/
10,交叉/综合/新兴,TCBB,IEEE-ACM Transactions on Computational Biology and Bioinformatics,Journal,B,IEEE/ACM,http://dblp.uni-trier.de/db/journals/tcbb/
10,交叉/综合/新兴,JCST,Journal of Computer Science and Technology,Journal,B,SCIENCE PRESS,http://dblp.uni-trier.de/db/journals/jcst/
10,交叉/综合/新兴,JAMIA,Journal of the American Medical Informatics Association,Journal,B,BMJ Journals,http://dblp.uni-trier.de/db/journals/jamia/
10,交叉/综合/新兴,,PLOS Computational Biology,Journal,B,Public Library of Science,http://dblp.uni-trier.de/db/journals/ploscb/
10,交叉/综合/新兴,,The Computer Journal,Journal,B,Oxford University Press,http://dblp.uni-trier.de/db/journals/cj/
10,交叉/综合/新兴,WWW,World Wide Web ,Journal,B,Springer,https://dblp.org/db/journals/www/index.html
10,交叉/综合/新兴,FCS,Frontiers of Computer Science,Journal,B,Higher Education Press,http://dblp.uni-trier.de/db/journals/fcsc/
10,交叉/综合/新兴,AMIA,American Medical Informatics Association Annual Symposium,Conference,C,AMIA,http://dblp.uni-trier.de/db/conf/amia/
10,交叉/综合/新兴,APBC,Asia Pacific Bioinformatics Conference,Conference,C,BioMed Central,http://dblp.uni-trier.de/db/conf/apbc/
10,交叉/综合/新兴,IEEE BigData,IEEE International Conference on Big Data,Conference,C,IEEE,https://dblp.uni-trier.de/db/conf/bigdataconf/
10,交叉/综合/新兴,IEEE CLOUD,IEEE International Conference on Cloud Computing,Conference,C,IEEE,http://dblp.uni-trier.de/db/conf/IEEEcloud/
10,交叉/综合/新兴,SMC,"IEEE International Conference on Systems, Man, and Cybernetics",Conference,C,IEEE,https://dblp.uni-trier.de/db/conf/smc/
10,交叉/综合/新兴,COSIT,International Conference on Spatial Information Theory,Conference,C,ACM,http://dblp.uni-trier.de/db/conf/cosit/
10,交叉/综合/新兴,ISBRA,International Symposium on Bioinformatics Research and Applications,Conference,C,Springer,https://dblp.uni-trier.de/db/conf/isbra/
10,交叉/综合/新兴,SAGT,International Symposium on Algorithmic Game Theory,Conference,C,Springer,https://dblp.org/db/conf/sagt/index.html
10,交叉/综合/新兴,SIGSPATIAL,ACM Special Interest Group on Spatial Information,Conference,C,ACM,https://dblp.org/db/journals/sigspatial/index.html
10,交叉/综合/新兴,ICIC,International Conference on Intelligent Computing,Conference,C,Springer-Nature,https://dblp.org/db/conf/icic/index.html
10,交叉/综合/新兴,,BMC Bioinformatics,Journal,C,BioMed Central,http://dblp.uni-trier.de/db/journals/bmcbi/
10,交叉/综合/新兴,,Cybernetics and Systems,Journal,C,Taylor & Francis,http://dblp.uni-trier.de/db/journals/cas/
10,交叉/综合/新兴,,IEEE Geoscience and Remote Sensing Letters,Journal,C,IEEE,http://dblp.uni-trier.de/db/journals/lgrs/
10,交叉/综合/新兴,JBHI,IEEE Journal of Biomedical and Health Informatics,Journal,C,IEEE,http://dblp.uni-trier.de/db/journals/titb/
10,交叉/综合/新兴,TBD,IEEE Transactions on Big Data,Journal,C,IEEE,https://dblp.uni-trier.de/db/journals/tbd/
10,交叉/综合/新兴,,IET Intelligent Transport Systems,Journal,C,IET,http://digital-library.theiet.org/content/journals/iet-its
10,交叉/综合/新兴,JBI,Journal of Biomedical Informatics,Journal,C,Elsevier,https://dblp.uni-trier.de/db/journals/jbi/
10,交叉/综合/新兴,,Medical Image Analysis,Journal,C,Elsevier,http://dblp.uni-trier.de/db/journals/mia/
10,交叉/综合/新兴,TII,IEEE Transactions on Industrial Informatics,Journal,C,IEEE,https://dblp.org/db/journals/tii/index.html
10,交叉/综合/新兴,TCPS,ACM Transactions on Cyber-Physical Systems,Journal,C,ACM,https://dblp.org/db/journals/tcps/index.html
10,交叉/综合/新兴,TOCE,ACM Transactions on Computing Education,Journal,C,ACM,https://dblp.org/db/journals/jeric/index.html
10,交叉/综合/新兴,FITEE,Frontiers of Information Technology & Electronic Engineering,Journal,C,Springer,https://dblp.org/db/journals/jzusc/index.html
10,交叉/综合/新兴,TCSS,IEEE Transactions on Computational Social Systems,Journal,C,IEEE ,https://dblp.org/db/journals/tcss/index.html
10,交叉/综合/新兴,,IEEE Transactions on Reliability,Journal,C,IEEE ,https://dblp.org/db/journals/tr/index.html
